InstrumentID,ExchangeID,UpdateMicroSecond,BidLevelCount,AskLevelCount,BidLevels,AskLevels,Status,h_extra_nano,h_nano,h_msg_type,h_request_id,h_source,h_is_last,h_error_id,j_name
btc_usdt,kucoin,0,20,20,2000000@736610000000;614074@736600000000;1000000@736460000000;1000000@736450000000;16000000@736440000000;4000000@736430000000;11790000@736380000000;15280000@736330000000;10007491@736310000000;12180000@736260000000;40079880@736220000000;13085441@736140000000;12500000@736130000000;4010687@736120000000;129471177@736040000000;28145549@736030000000;13632061@736020000000;58316068@735980000000;387176707@735940000000;161320388@735850000000;,37409333@736620000000;693784@736630000000;16000000@736660000000;1345386@736690000000;15054547@736710000000;12030000@736750000000;10064881@736800000000;40079880@736850000000;2005407@736860000000;4010965@736880000000;12500000@736910000000;7137660@736920000000;7294969@736930000000;17661726@736940000000;12032402@736950000000;128916342@737050000000;693784@737090000000;30187784@737100000000;386701799@737140000000;172012944@737240000000;,0,0,1575637853551785624,106,-1,32,1,0,MD_KUCOIN
btc_usdt,kucoin,0,19,20,2000000@736610000000;614074@736600000000;1000000@736460000000;1000000@736450000000;16000000@736440000000;4000000@736430000000;11790000@736380000000;10007491@736310000000;12180000@736260000000;40079880@736220000000;13085441@736140000000;12500000@736130000000;4010687@736120000000;129471177@736040000000;28145549@736030000000;13632061@736020000000;58316068@735980000000;387176707@735940000000;161320388@735850000000;0@0;,37409333@736620000000;693784@736630000000;16000000@736660000000;1345386@736690000000;15054547@736710000000;12030000@736750000000;10064881@736800000000;40079880@736850000000;2005407@736860000000;4010965@736880000000;12500000@736910000000;7137660@736920000000;7294969@736930000000;17661726@736940000000;12032402@736950000000;128916342@737050000000;693784@737090000000;30187784@737100000000;386701799@737140000000;172012944@737240000000;,0,0,1575637853554634588,106,-1,32,1,0,MD_KUCOIN
btc_usdt,kucoin,0,20,20,2000000@736610000000;614074@736600000000;1000000@736460000000;1000000@736450000000;16000000@736440000000;4000000@736430000000;11790000@736380000000;15280000@736330000000;10007491@736310000000;12180000@736260000000;40079880@736220000000;13085441@736140000000;12500000@736130000000;4010687@736120000000;129471177@736040000000;28145549@736030000000;13632061@736020000000;58316068@735980000000;387176707@735940000000;161320388@735850000000;,37409333@736620000000;693784@736630000000;16000000@736660000000;1345386@736690000000;15054547@736710000000;12030000@736750000000;10064881@736800000000;40079880@736850000000;2005407@736860000000;4010965@736880000000;12500000@736910000000;7137660@736920000000;7294969@736930000000;17661726@736940000000;12032402@736950000000;128916342@737050000000;693784@737090000000;30187784@737100000000;386701799@737140000000;172012944@737240000000;,0,0,1575637853560434892,106,-1,32,1,0,MD_KUCOIN
btc_usdt,kucoin,0,20,20,2000000@736610000000;614074@736600000000;1000000@736460000000;1000000@736450000000;16000000@736440000000;4000000@736430000000;11790000@736380000000;15280000@736330000000;10007491@736310000000;12180000@736260000000;40079880@736220000000;13085441@736140000000;12500000@736130000000;4010687@736120000000;129471177@736040000000;28145549@736030000000;13632061@736020000000;3596264@735990000000;58316068@735980000000;387176707@735940000000;,37409333@736620000000;693784@736630000000;16000000@736660000000;1345386@736690000000;15054547@736710000000;12030000@736750000000;10064881@736800000000;40079880@736850000000;2005407@736860000000;4010965@736880000000;12500000@736910000000;7137660@736920000000;7294969@736930000000;17661726@736940000000;12032402@736950000000;128916342@737050000000;693784@737090000000;30187784@737100000000;386701799@737140000000;172012944@737240000000;,0,0,1575637853571101313,106,-1,32,1,0,MD_KUCOIN
btc_usdt,kucoin,0,20,20,2000000@736610000000;614074@736600000000;1000000@736460000000;1000000@736450000000;16000000@736440000000;4000000@736430000000;11790000@736380000000;15280000@736330000000;10007491@736310000000;12180000@736260000000;40079880@736220000000;13085441@736140000000;12500000@736130000000;4010687@736120000000;129471177@736040000000;28145549@736030000000;13632061@736020000000;58316068@735980000000;387176707@735940000000;12652909@735890000000;,37409333@736620000000;693784@736630000000;16000000@736660000000;1345386@736690000000;15054547@736710000000;12030000@736750000000;10064881@736800000000;40079880@736850000000;2005407@736860000000;4010965@736880000000;12500000@736910000000;7137660@736920000000;7294969@736930000000;17661726@736940000000;12032402@736950000000;128916342@737050000000;693784@737090000000;30187784@737100000000;386701799@737140000000;172012944@737240000000;,0,0,1575637853577769187,106,-1,32,1,0,MD_KUCOIN
btc_usdt,kucoin,0,20,20,2000000@736610000000;614074@736600000000;1000000@736460000000;1000000@736450000000;16000000@736440000000;4000000@736430000000;11790000@736380000000;15280000@736330000000;10007491@736310000000;12180000@736260000000;40079880@736220000000;13085441@736140000000;12500000@736130000000;4010687@736120000000;129471177@736040000000;28145549@736030000000;13632061@736020000000;58316068@735980000000;387176707@735940000000;161320388@735850000000;,37409333@736620000000;693784@736630000000;16000000@736660000000;1345386@736690000000;15054547@736710000000;12030000@736750000000;10064881@736800000000;40079880@736850000000;2005407@736860000000;4010965@736880000000;12500000@736910000000;7137660@736920000000;7294969@736930000000;17661726@736940000000;12032402@736950000000;128916342@737050000000;693784@737090000000;30187784@737100000000;386701799@737140000000;172012944@737240000000;,0,0,1575637853597519762,106,-1,32,1,0,MD_KUCOIN
btc_usdt,kucoin,0,20,19,2000000@736610000000;614074@736600000000;1000000@736460000000;1000000@736450000000;16000000@736440000000;4000000@736430000000;11790000@736380000000;15280000@736330000000;10007491@736310000000;12180000@736260000000;40079880@736220000000;13085441@736140000000;12500000@736130000000;4010687@736120000000;129471177@736040000000;28145549@736030000000;13632061@736020000000;58316068@735980000000;387176707@735940000000;161320388@735850000000;,37409333@736620000000;693784@736630000000;16000000@736660000000;1345386@736690000000;15054547@736710000000;10064881@736800000000;40079880@736850000000;2005407@736860000000;4010965@736880000000;12500000@736910000000;7137660@736920000000;7294969@736930000000;17661726@736940000000;12032402@736950000000;128916342@737050000000;693784@737090000000;30187784@737100000000;386701799@737140000000;172012944@737240000000;0@0;,0,0,1575637853597863580,106,-1,32,1,0,MD_KUCOIN
btc_usdt,kucoin,0,20,20,2000000@736610000000;614074@736600000000;1000000@736460000000;1000000@736450000000;16000000@736440000000;4000000@736430000000;11790000@736380000000;15280000@736330000000;10007491@736310000000;12180000@736260000000;40079880@736220000000;13085441@736140000000;12500000@736130000000;4010687@736120000000;129471177@736040000000;28145549@736030000000;13632061@736020000000;58316068@735980000000;387176707@735940000000;161320388@735850000000;,37409333@736620000000;693784@736630000000;16000000@736660000000;1345386@736690000000;15054547@736710000000;12030000@736750000000;10064881@736800000000;40079880@736850000000;2005407@736860000000;4010965@736880000000;12500000@736910000000;7137660@736920000000;7294969@736930000000;17661726@736940000000;12032402@736950000000;128916342@737050000000;693784@737090000000;30187784@737100000000;386701799@737140000000;172012944@737240000000;,0,0,1575637853599669788,106,-1,32,1,0,MD_KUCOIN
btc_usdt,kucoin,0,20,20,2000000@736610000000;614074@736600000000;1000000@736460000000;1000000@736450000000;16000000@736440000000;4000000@736430000000;11790000@736380000000;15280000@736330000000;10007491@736310000000;12180000@736260000000;40079880@736220000000;13085441@736140000000;12500000@736130000000;4010687@736120000000;129042949@736040000000;28145549@736030000000;13632061@736020000000;58316068@735980000000;387176707@735940000000;161320388@735850000000;,37409333@736620000000;693784@736630000000;16000000@736660000000;1345386@736690000000;15054547@736710000000;12030000@736750000000;10064881@736800000000;40079880@736850000000;2005407@736860000000;4010965@736880000000;12500000@736910000000;7137660@736920000000;7294969@736930000000;17661726@736940000000;12032402@736950000000;128916342@737050000000;693784@737090000000;30187784@737100000000;386701799@737140000000;172012944@737240000000;,0,0,1575637854188482535,106,-1,32,1,0,MD_KUCOIN
btc_usdt,kucoin,0,20,20,2000000@736610000000;614074@736600000000;1000000@736460000000;1000000@736450000000;16000000@736440000000;4000000@736430000000;11790000@736380000000;15280000@736330000000;10007491@736310000000;1600000@736260000000;40079880@736220000000;13085441@736140000000;12500000@736130000000;4010687@736120000000;129042949@736040000000;28145549@736030000000;13632061@736020000000;58316068@735980000000;387176707@735940000000;161320388@735850000000;,37409333@736620000000;693784@736630000000;16000000@736660000000;1345386@736690000000;15054547@736710000000;12030000@736750000000;10064881@736800000000;40079880@736850000000;2005407@736860000000;4010965@736880000000;12500000@736910000000;7137660@736920000000;7294969@736930000000;17661726@736940000000;12032402@736950000000;128916342@737050000000;693784@737090000000;30187784@737100000000;386701799@737140000000;172012944@737240000000;,0,0,1575637854188835021,106,-1,32,1,0,MD_KUCOIN
